pmid,label,access,data_location,accession_or_link,repository_family,evidence_quote,rationale
40214640,false_negative,open,NCBI Gene Expression Omnibus (GEO); European Nucleotide Archive (ENA); FlowRepository,"GSE172481; GSE275092; PRJEB71976; FR-FCM-Z47Z, FR-FCM-Z3HA, FR-FCM-Z465",NCBI,"All bulk RNAseq data (whole blood and sorted T cell subsets) have been deposited in NCBI's Gene Expression Omnibus and are accessible through GEO SuperSeries accession number GSE172481. Single-cell RNAseq data have also been deposited in NCBI's Gene Expression Omnibus and are available through accession number GSE275092. Bulk TCR sequencing data have been deposited in the European Nucleotide Archive and are available through accession number PRJEB71976. CyTOF (mass cytometry) data have been deposited at https://flowrepository.org, and these can be accessed through experiment numbers FR-FCM-Z47Z (VAC063C), FR-FCM-Z3HA (VAC069A), and FR-FCM-Z465 (VAC069B).","The Data Availability section documents newly generated bulk and single-cell RNAseq data deposited in GEO with accession numbers, TCR sequencing data deposited in ENA with an accession number, and CyTOF data deposited in FlowRepository with experiment numbers, all presented as openly accessible, so this is a missed open-data article."
40050317,false_negative,open,Recherche Data Gouv (French national open data platform),https://doi.org/10.57745/OLBXKT12,Institutional/domain,"The Data Records is an open data collection available on the French national open data platform ""Recherche Data Gouv"" with the following name and DOI identifer: ""Aging study on twenty A123 18650 Graphite/LFP 1.1 Ah cells"", https://doi.org/10.57745/OLBXKT12.","This is a Scientific Data descriptor whose entire purpose is to describe a newly generated battery-ageing dataset that the authors deposited in the Recherche Data Gouv repository with an explicit DOI and stated open access, so the detector's negative call is a false negative."
39372723,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.25524460.v2,Figshare,"The raw data is available in the Supplemental File and figshare: Tian, Guang (2024). Raw statistics. figshare. Dataset. https://doi.org/10.6084/m9.figshare.25524460.v2 .","The authors deposited their newly generated raw performance/physiological data in figshare with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
39943745,false_negative,open,NCBI BioProject; OSF,PRJNA737568; PRJEB30444; doi:10.17605/OSF.IO/EV2NY (https://osf.io/ev2ny/),NCBI,"The mite genome (Rarg_mite_v1.1) was uploaded to BioProject PRJNA737568 which contains sequences and genomes of the Rhodamnia argentea host plant. The raw 10x linked-reads were deposited under BioProject PRJEB30444 that was created for an earlier draft genome. Additional data supporting this work can be found on OSF, doi: 10.17605/OSF.IO/EV2NY","The authors deposited the newly assembled mite genome and raw sequencing reads under specific NCBI BioProject accessions plus additional data on OSF with a DOI, presented as openly shared, so this is a clear false negative for the detector."
39263462,false_negative,open,Dryad,10.5061/dryad.vx0k6dk07,Dryad,All data and code for this study are available on Dryad under Doi: 10.5061/dryad.vx0k6dk07 .,"The authors deposited their newly generated stable isotope and reproductive/offspring fitness data in the Dryad repository with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
38271215,false_negative,open,Zenodo,https://zenodo.org/doi/10.5281/zenodo.10512816,Zenodo,The corresponding raw data can be accessed via Zenodo https://zenodo.org/doi/10.5281/zenodo.10512816 .,"The article's Data Availability Statement deposits the authors' own newly generated NMR/experimental raw data in Zenodo with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
40544163,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.24098517.v2,Figshare,"40. Warburton, P., Shuler, K. & Patel, L. Image masks of global ship tracks for NASA MODIS data products, Figshare, https://doi.org/10.6084/m9.fgshare.24098517.v2 (2023).","This Scientific Data descriptor paper describes a newly hand-labelled dataset of 300 MODIS ship-track image masks that the authors themselves generated and deposited in Figshare with a resolvable DOI, referenced throughout the Data Records section as 'our dataset40', with no access restriction stated, so the detector's negative call is a miss."
40138427,false_negative,open,Dryad,https://doi.org/10.5061/dryad.1c59zw44t,Dryad,The full dataset is published on Dryad: https://doi.org/10.5061/dryad.1c59zw44t. A frozen code repository is available on Zenodo: https://doi.org/10.5281/zenodo.13996864.,"The authors deposited their newly generated cross-sectional lab-test dataset (44 million measurements from 300,000+ pregnancies) on Dryad with a resolvable DOI, presented as openly published, satisfying all three open-data criteria, so the detector's negative call is a miss."
39421331,false_negative,open,Dryad,https://doi.org/10.5061/dryad.70rxwdc6w,Dryad,Data and model code that support the findings of this study are available from the corresponding author upon reasonable request. Additional data are available in the Supporting Information and can be accessed at this doi: https://doi.org/10.5061/dryad.70rxwdc6w.,"Although the primary data/model code are stated as available only upon request, the same Data Availability Statement also deposits additional newly generated data in the Dryad repository with a resolvable DOI presented as openly accessible, meeting the open-data criteria and making this a detector miss."
39623739,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.25392295.v2,Figshare,"The raw data sets, metadata and all the R material needed to replicate the main analysis and figure in this manuscript are publicly available in Figshare (DOI: https://doi.org/10.6084/m9.figshare.25392295.v2 ).","The article's Data Availability Statement deposits the generated raw data and analysis materials in Figshare with a resolvable DOI and no access restrictions stated, meeting all three open-data criteria despite being scored negative by the detector."
40003429,non_open_data,upon_request_or_restricted,Gulf Science Data Repository (GRIIDC),https://data.griidc.org/,Institutional/domain,"The data that support the findings (except for geographic identifiers) will be available in the Gulf Science Data Repository (GRIIDC at https://data.griidc.org/, accessed on 26 January 2025) following an embargo from the conclusion of the project.","The data are named for a future deposit in GRIIDC but are explicitly stated to be under embargo (not yet openly accessible) with no accession number given, so this is restricted/future access rather than open data at time of publication."
38412126,false_negative,open,Open Science Framework (OSF),10.17605/OSF.IO/V7Y8B,OSF,Anonymized xls data have been deposited in Open Science Framework (10.17605/OSF.IO/V7Y8B) (67). All other data are included in the manuscript and/or SI Appendix.,"The authors deposited their newly generated anonymized experimental data in the OSF repository with a resolvable DOI, presented as openly accessible, satisfying all three open-data criteria, so this is a detector miss."
